pid,child_index,arrive_ns,start_ns,end_ns,duration_ns,work_iters
4696,3,62643030,159729798,159753824,24026,10000
4696,3,62643030,159764998,159785671,20673,10000
4696,3,62643030,159796846,159817519,20673,10000
4696,3,62643030,159828694,159849646,20952,10000
4696,3,62643030,159860821,159881494,20673,10000
4696,3,62643030,159892668,159913341,20673,10000
4696,3,62643030,159924516,159945189,20673,10000
4696,3,62643030,159956364,159977037,20673,10000
4696,3,62643030,159988211,160008884,20673,10000
4696,3,62643030,160020059,160040732,20673,10000
4696,3,62643030,160051906,160072579,20673,10000
4696,3,62643030,160083754,160104427,20673,10000
4696,3,62643030,160115602,160136275,20673,10000
4696,3,62643030,160147449,160168122,20673,10000
4696,3,62643030,160179018,160199970,20952,10000
4696,3,62643030,160211145,160231818,20673,10000
4696,3,62643030,160242992,160263665,20673,10000
4696,3,62643030,160274840,160295513,20673,10000
4696,3,62643030,160306687,160327360,20673,10000
4696,3,62643030,160338535,160359208,20673,10000
4696,3,62643030,160370383,160391056,20673,10000
4696,3,62643030,160402230,160422903,20673,10000
4696,3,62643030,160434078,160454751,20673,10000
4696,3,62643030,160465925,160486599,20674,10000
4696,3,62643030,160497773,160518446,20673,10000
4696,3,62643030,160529621,160551970,22349,10000
4696,3,62643030,160562865,160578510,15645,10000
4696,3,62643030,160678522,160699475,20953,10000
4696,3,62643030,160710370,160731043,20673,10000
4696,3,62643030,160741938,161858002,1116064,10000
4696,3,62643030,161875881,161901583,25702,10000
4696,3,62643030,161916669,161941811,25142,10000
4696,3,62643030,161957456,161983437,25981,10000
4696,3,62643030,161998243,162019754,21511,10000
4696,3,62643030,162031488,162052999,21511,10000
4696,3,62643030,162064453,162085684,21231,10000
4696,3,62643030,162097138,162115297,18159,6385
4692,0,8026819,54738801,54784617,45816,10000
4692,0,8026819,54812553,54856693,44140,10000
4692,0,8026819,54884071,54928769,44698,10000
4692,0,8026819,54956985,54999449,42464,10000
4692,0,8026819,55025988,55069849,43861,10000
4692,0,8026819,55096109,55138572,42463,10000
4692,0,8026819,55170141,55212325,42184,10000
4692,0,8026819,55238026,55279652,41626,10000
4692,0,8026819,55305353,55346420,41067,10000
4692,0,8026819,55369328,55411512,42184,10000
4692,0,8026819,55436096,55477442,41346,10000
4692,0,8026819,55502585,55543931,41346,10000
4692,0,8026819,55569633,55610699,41066,10000
4692,0,8026819,55636401,55678026,41625,10000
4692,0,8026819,55703449,55743398,39949,10000
4692,0,8026819,55769100,55811563,42463,10000
4692,0,8026819,55837265,55879169,41904,10000
4692,0,8026819,55903753,55940071,36318,10000
4692,0,8026819,55962141,55999855,37714,10000
4692,0,8026819,56021087,56059080,37993,10000
4692,0,8026819,56080592,56118585,37993,10000
4692,0,8026819,56141773,56179487,37714,10000
4692,0,8026819,56202954,56238992,36038,10000
4692,0,8026819,56261900,56299055,37155,10000
4692,0,8026819,56320846,56358281,37435,10000
4692,0,8026819,56381468,56421696,40228,10000
4692,0,8026819,56444604,56483995,39391,10000
4692,0,8026819,56507462,56546293,38831,10000
4692,0,8026819,56570039,56608312,38273,10000
4692,0,8026819,56630382,56667538,37156,10000
4692,0,8026819,56689608,56726484,36876,10000
4692,0,8026819,56749112,57638331,889219,10000
4692,0,8026819,57665989,57704541,38552,10000
4692,0,8026819,57726611,57763208,36597,10000
4692,0,8026819,57785278,57822433,37155,10000
4692,0,8026819,57845341,57882497,37156,10000
4692,0,8026819,57906243,57942281,36038,10000
4692,0,8026819,57966027,58002624,36597,10000
4692,0,8026819,58025532,58062687,37155,10000
4692,0,8026819,58085874,58124706,38832,10000
4692,0,8026819,58147055,58182255,35200,10000
4692,0,8026819,58205163,58247906,42743,10000
4692,0,8026819,58276960,58324173,47213,10000
4692,0,8026819,58352389,58399601,47212,10000
4692,0,8026819,58423627,58483411,59784,10000
4692,0,8026819,58505201,58539843,34642,10000
4692,0,8026819,58560516,58594319,33803,10000
4692,0,8026819,58614713,58650192,35479,10000
4692,0,8026819,58671982,58707741,35759,10000
4692,0,8026819,58732605,58766687,34082,10000
4692,0,8026819,58787081,58821722,34641,10000
4692,0,8026819,58842116,58876198,34082,10000
4692,0,8026819,58896592,58930116,33524,10000
4692,0,8026819,58950509,58984313,33804,10000
4692,0,8026819,59003868,59036833,32965,10000
4692,0,8026819,59056389,59088516,32127,10000
4692,0,8026819,59108909,59142433,33524,10000
4692,0,8026819,59162548,59197189,34641,10000
4692,0,8026819,59218421,59251665,33244,10000
4692,0,8026819,59271779,59307817,36038,10000
4692,0,8026819,59331005,59367881,36876,10000
4692,0,8026819,59388275,59421798,33523,10000
4692,0,8026819,59441075,59475157,34082,10000
4692,0,8026819,59493875,59525443,31568,10000
4692,0,8026819,59544719,59577405,32686,10000
4692,0,8026819,59596402,59629925,33523,10000
4692,0,8026819,59632160,61784669,2152509,10000
4692,0,8026819,61803945,61834116,30171,10000
4692,0,8026819,61852275,61882446,30171,10000
4692,0,8026819,61900326,61928542,28216,10000
4692,0,8026819,61946142,61976592,30450,10000
4692,0,8026819,64326332,64354828,28496,10000
4692,0,8026819,64371589,64399526,27937,10000
4692,0,8026819,64415729,64443107,27378,10000
4692,0,8026819,64459869,64487526,27657,10000
4692,0,8026819,64503729,64531386,27657,10000
4692,0,8026819,64547590,64574129,26539,10000
4692,0,8026819,64590891,64617431,26540,10000
4692,0,8026819,64633634,64660174,26540,10000
4692,0,8026819,64675818,64702637,26819,10000
4692,0,8026819,64717723,65229240,511517,10000
4692,0,8026819,65247678,65275336,27658,10000
4692,0,8026819,65292377,65320034,27657,10000
4692,0,8026819,65336517,65387082,50565,10000
4692,0,8026819,65404961,65434574,29613,10000
4692,0,8026819,65449939,65476199,26260,10000
4692,0,8026819,65491285,65514752,23467,10000
4692,0,8026819,65527044,65550510,23466,10000
4692,0,8026819,65565317,65590459,25142,10000
4692,0,8026819,65605545,65631247,25702,10000
4692,0,8026819,65646333,65805012,158679,10000
4692,0,8026819,65824288,65849990,25702,10000
4692,0,8026819,65864517,65889939,25422,10000
4692,0,8026819,65989952,66019844,29892,10000
4692,0,8026819,66036047,66061469,25422,10000
4692,0,8026819,66076834,66101698,24864,10000
4692,0,8026819,66117063,66141647,24584,10000
4692,0,8026819,66157571,66182434,24863,10000
4692,0,8026819,66197799,66223501,25702,10000
4692,0,8026819,66238866,66264847,25981,10000
4692,0,8026819,66280212,66305355,25143,10000
4692,0,8026819,66349494,66375475,25981,10000
4692,0,8026819,66391958,66419056,27098,10000
4692,0,8026819,66435818,66462358,26540,10000
4692,0,8026819,66479679,66508453,28774,10000
4692,0,8026819,66528847,66557901,29054,10000
4692,0,8026819,66576339,66607069,30730,10000
4692,0,8026819,66665736,66694790,29054,10000
4692,0,8026819,66711272,66737533,26261,10000
4692,0,8026819,66753736,66779717,25981,10000
4692,0,8026819,66795641,66822460,26819,10000
